None	dose of 9 Gy to the PTV-2 , for a total cumulative dose of 59.4 Gy 1.80 Gy fractions x 25 fractions , for a total dose of 45 Gy , followed by 1.80 Gy x 3 fractions boost to the tumor bed ( total dose of 50.4 Gy ) <RT_DOSE-START> 1.8 Gy <RT_DOSE-END> fractions x 28 fractions , for a total dose of 50.4 Gy 1.7 Gy fractions x ~ 32 fractions ( total dose : 54 Gy ) , given <FractionFrequency-START> 5 times per week , <FractionFrequency-END> with boost to primary site and / or cervical lymph nodes with 1.8 to 2 Gy fractions for an
None	dose of 59.4 Gy 1.80 Gy fractions x 25 fractions , for a total dose of 45 Gy , followed by 1.80 Gy x 3 fractions boost to the tumor bed ( total dose of 50.4 Gy ) 1.8 Gy fractions x 28 fractions , for a total dose of <RT_DOSE-START> 50.4 Gy <RT_DOSE-END> 1.7 Gy fractions x ~ 32 fractions ( total dose : 54 Gy ) , given <FractionFrequency-START> 5 times per week , <FractionFrequency-END> with boost to primary site and / or cervical lymph nodes with 1.8 to 2 Gy fractions for an additional boost dose of 11 to 16 Gy to close (& lt
DOSE-FXFREQ	Gy 1.80 Gy fractions x 25 fractions , for a total dose of 45 Gy , followed by 1.80 Gy x 3 fractions boost to the tumor bed ( total dose of 50.4 Gy ) 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy <RT_DOSE-START> 1.7 Gy <RT_DOSE-END> fractions x ~ 32 fractions ( total dose : 54 Gy ) , given <FractionFrequency-START> 5 times per week , <FractionFrequency-END> with boost to primary site and / or cervical lymph nodes with 1.8 to 2 Gy fractions for an additional boost dose of 11 to 16 Gy to close (& lt ; 5 mm
DOSE-FXFREQ	total dose of 45 Gy , followed by 1.80 Gy x 3 fractions boost to the tumor bed ( total dose of 50.4 Gy ) 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy 1.7 Gy fractions x ~ 32 fractions ( total dose : <RT_DOSE-START> 54 Gy <RT_DOSE-END> ) , given <FractionFrequency-START> 5 times per week , <FractionFrequency-END> with boost to primary site and / or cervical lymph nodes with 1.8 to 2 Gy fractions for an additional boost dose of 11 to 16 Gy to close (& lt ; 5 mm ) or positive margin areas of ( overall dose to these
None	for a total dose of 50.4 Gy 1.7 Gy fractions x ~ 32 fractions ( total dose : 54 Gy ) , given <FractionFrequency-START> 5 times per week , <FractionFrequency-END> with boost to primary site and / or cervical lymph nodes with 1.8 to 2 Gy fractions for an additional boost dose of 11 to <RT_DOSE-START> 11 to 16 Gy <RT_DOSE-END> to close (& lt ; 5 mm ) or positive margin areas of ( overall dose to these sites : 65 to 70 Gy ) . A boost of 11 to 20 Gy was given to metastatic nodal sites ( overall dose to these sites : 65 to 74 Gy ) ;
None	<FractionFrequency-START> 5 times per week , <FractionFrequency-END> with boost to primary site and / or cervical lymph nodes with 1.8 to 2 Gy fractions for an additional boost dose of 11 to 16 Gy to close (& lt ; 5 mm ) or positive margin areas of ( overall dose to these sites : 65 to <RT_DOSE-START> 65 to 70 Gy <RT_DOSE-END> ) . A boost of 11 to 20 Gy was given to metastatic nodal sites ( overall dose to these sites : 65 to 74 Gy ) ; see Bachaud et al . 1996 for details . 180 cGy x 25 fractions ( total of 45 Gy ) 1.8
None	Gy was given to metastatic nodal sites ( overall dose to these sites : 65 to 74 Gy ) ; see Bachaud et al . 1996 for details . 180 cGy x 25 fractions ( total of 45 Gy ) 1.8 Gy x 25 fractions for a total of <RT_DOSE-START> 45 Gy <RT_DOSE-END> 2.0 Gy fractions x 15 fractions , then 2.0 Gy fractions x 10 fractions to the initial tumor length plus a 5 cm margin , for a total dose of 50.0 Gy 2 Gy fractions x 30 fractions ( total dose : 60 Gy ) , given <FractionFrequency-START> 5 times per week <FractionFrequency-END>
None	to metastatic nodal sites ( overall dose to these sites : 65 to 74 Gy ) ; see Bachaud et al . 1996 for details . 180 cGy x 25 fractions ( total of 45 Gy ) 1.8 Gy x 25 fractions for a total of 45 Gy <RT_DOSE-START> 2.0 Gy <RT_DOSE-END> fractions x 15 fractions , then 2.0 Gy fractions x 10 fractions to the initial tumor length plus a 5 cm margin , for a total dose of 50.0 Gy 2 Gy fractions x 30 fractions ( total dose : 60 Gy ) , given <FractionFrequency-START> 5 times per week <FractionFrequency-END> on weeks 2
None	these sites : 65 to 74 Gy ) ; see Bachaud et al . 1996 for details . 180 cGy x 25 fractions ( total of 45 Gy ) 1.8 Gy x 25 fractions for a total of 45 Gy 2.0 Gy fractions x 15 fractions , then <RT_DOSE-START> 2.0 Gy <RT_DOSE-END> fractions x 10 fractions to the initial tumor length plus a 5 cm margin , for a total dose of 50.0 Gy 2 Gy fractions x 30 fractions ( total dose : 60 Gy ) , given <FractionFrequency-START> 5 times per week <FractionFrequency-END> on weeks 2 , 3 , 5 , 6 , 8
None	x 25 fractions ( total of 45 Gy ) 1.8 Gy x 25 fractions for a total of 45 Gy 2.0 Gy fractions x 15 fractions , then 2.0 Gy fractions x 10 fractions to the initial tumor length plus a 5 cm margin , for a total dose of <RT_DOSE-START> 50.0 Gy <RT_DOSE-END> 2 Gy fractions x 30 fractions ( total dose : 60 Gy ) , given <FractionFrequency-START> 5 times per week <FractionFrequency-END> on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions once per
DOSE-FXFREQ	( total of 45 Gy ) 1.8 Gy x 25 fractions for a total of 45 Gy 2.0 Gy fractions x 15 fractions , then 2.0 Gy fractions x 10 fractions to the initial tumor length plus a 5 cm margin , for a total dose of 50.0 Gy <RT_DOSE-START> 2 Gy <RT_DOSE-END> fractions x 30 fractions ( total dose : 60 Gy ) , given <FractionFrequency-START> 5 times per week <FractionFrequency-END> on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions once per day x 5
None	( total of 45 Gy ) 1.8 Gy x 25 fractions for a total of 45 Gy 2.0 Gy fractions x 15 fractions , then 2.0 Gy fractions x 10 fractions to the initial tumor length plus a 5 cm margin , for a total dose of 50.0 Gy <RT_DOSE-START> 2 Gy <RT_DOSE-END> fractions x 30 fractions ( total dose : 60 Gy ) , given 5 times per week on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions <FractionFrequency-START> once per day <FractionFrequency-END> x 5
DOSE-FXFREQ	25 fractions for a total of 45 Gy 2.0 Gy fractions x 15 fractions , then 2.0 Gy fractions x 10 fractions to the initial tumor length plus a 5 cm margin , for a total dose of 50.0 Gy 2 Gy fractions x 30 fractions ( total dose : <RT_DOSE-START> 60 Gy <RT_DOSE-END> ) , given <FractionFrequency-START> 5 times per week <FractionFrequency-END> on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions once per day x 5 fractions ( total dose : 20 Gy ) 2
None	25 fractions for a total of 45 Gy 2.0 Gy fractions x 15 fractions , then 2.0 Gy fractions x 10 fractions to the initial tumor length plus a 5 cm margin , for a total dose of 50.0 Gy 2 Gy fractions x 30 fractions ( total dose : <RT_DOSE-START> 60 Gy <RT_DOSE-END> ) , given 5 times per week on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions <FractionFrequency-START> once per day <FractionFrequency-END> x 5 fractions ( total dose : 20 Gy ) 2
None	to the initial tumor length plus a 5 cm margin , for a total dose of 50.0 Gy 2 Gy fractions x 30 fractions ( total dose : 60 Gy ) , given <FractionFrequency-START> 5 times per week <FractionFrequency-END> on weeks 2 , 3 , 5 , 6 , 8 , 9 <RT_DOSE-START> 1.8 Gy <RT_DOSE-END> x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions once per day x 5 fractions ( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given 5 days per week 2.10 Gy fractions x
None	to the initial tumor length plus a 5 cm margin , for a total dose of 50.0 Gy 2 Gy fractions x 30 fractions ( total dose : 60 Gy ) , given 5 times per week on weeks 2 , 3 , 5 , 6 , 8 , 9 <RT_DOSE-START> 1.8 Gy <RT_DOSE-END> x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions <FractionFrequency-START> once per day <FractionFrequency-END> x 5 fractions ( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given 5 days per week 2.10 Gy fractions x
None	to the initial tumor length plus a 5 cm margin , for a total dose of 50.0 Gy 2 Gy fractions x 30 fractions ( total dose : 60 Gy ) , given 5 times per week on weeks 2 , 3 , 5 , 6 , 8 , 9 <RT_DOSE-START> 1.8 Gy <RT_DOSE-END> x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions once per day x 5 fractions ( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given <FractionFrequency-START> 5 days per week <FractionFrequency-END> 2.10 Gy fractions x
None	for a total dose of 50.0 Gy 2 Gy fractions x 30 fractions ( total dose : 60 Gy ) , given <FractionFrequency-START> 5 times per week <FractionFrequency-END> on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of <RT_DOSE-START> 40.8 Gy <RT_DOSE-END> 4 Gy fractions once per day x 5 fractions ( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given 5 days per week 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of
None	for a total dose of 50.0 Gy 2 Gy fractions x 30 fractions ( total dose : 60 Gy ) , given 5 times per week on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of <RT_DOSE-START> 40.8 Gy <RT_DOSE-END> 4 Gy fractions <FractionFrequency-START> once per day <FractionFrequency-END> x 5 fractions ( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given 5 days per week 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of
None	for a total dose of 50.0 Gy 2 Gy fractions x 30 fractions ( total dose : 60 Gy ) , given 5 times per week on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of <RT_DOSE-START> 40.8 Gy <RT_DOSE-END> 4 Gy fractions once per day x 5 fractions ( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given <FractionFrequency-START> 5 days per week <FractionFrequency-END> 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of
None	dose of 50.0 Gy 2 Gy fractions x 30 fractions ( total dose : 60 Gy ) , given <FractionFrequency-START> 5 times per week <FractionFrequency-END> on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy <RT_DOSE-START> 4 Gy <RT_DOSE-END> fractions once per day x 5 fractions ( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given 5 days per week 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total
DOSE-FXFREQ	dose of 50.0 Gy 2 Gy fractions x 30 fractions ( total dose : 60 Gy ) , given 5 times per week on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy <RT_DOSE-START> 4 Gy <RT_DOSE-END> fractions <FractionFrequency-START> once per day <FractionFrequency-END> x 5 fractions ( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given 5 days per week 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total
None	dose of 50.0 Gy 2 Gy fractions x 30 fractions ( total dose : 60 Gy ) , given 5 times per week on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy <RT_DOSE-START> 4 Gy <RT_DOSE-END> fractions once per day x 5 fractions ( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given <FractionFrequency-START> 5 days per week <FractionFrequency-END> 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total
None	dose : 60 Gy ) , given <FractionFrequency-START> 5 times per week <FractionFrequency-END> on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions once per day x 5 fractions ( total dose : <RT_DOSE-START> 20 Gy <RT_DOSE-END> ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given 5 days per week 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) 2.0 Gy fractions x 15 fractions (
DOSE-FXFREQ	dose : 60 Gy ) , given 5 times per week on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions <FractionFrequency-START> once per day <FractionFrequency-END> x 5 fractions ( total dose : <RT_DOSE-START> 20 Gy <RT_DOSE-END> ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given 5 days per week 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) 2.0 Gy fractions x 15 fractions (
None	dose : 60 Gy ) , given 5 times per week on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions once per day x 5 fractions ( total dose : <RT_DOSE-START> 20 Gy <RT_DOSE-END> ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given <FractionFrequency-START> 5 days per week <FractionFrequency-END> 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) 2.0 Gy fractions x 15 fractions (
None	) , given <FractionFrequency-START> 5 times per week <FractionFrequency-END> on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions once per day x 5 fractions ( total dose : 20 Gy ) <RT_DOSE-START> 2 Gy <RT_DOSE-END> fractions x 35 fractions ( total dose : 70 Gy ) , given 5 days per week 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) 2.0 Gy fractions x 15 fractions ( target dose of 30
None	) , given 5 times per week on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions <FractionFrequency-START> once per day <FractionFrequency-END> x 5 fractions ( total dose : 20 Gy ) <RT_DOSE-START> 2 Gy <RT_DOSE-END> fractions x 35 fractions ( total dose : 70 Gy ) , given 5 days per week 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) 2.0 Gy fractions x 15 fractions ( target dose of 30
DOSE-FXFREQ	) , given 5 times per week on weeks 2 , 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions once per day x 5 fractions ( total dose : 20 Gy ) <RT_DOSE-START> 2 Gy <RT_DOSE-END> fractions x 35 fractions ( total dose : 70 Gy ) , given <FractionFrequency-START> 5 days per week <FractionFrequency-END> 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) 2.0 Gy fractions x 15 fractions ( target dose of 30
None	, 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions <FractionFrequency-START> once per day <FractionFrequency-END> x 5 fractions ( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : <RT_DOSE-START> 70 Gy <RT_DOSE-END> ) , given 5 days per week 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) 2.0 Gy fractions x 15 fractions ( target dose of 30 Gy ) 1.8 Gy fractions x 28 fractions ,
DOSE-FXFREQ	, 3 , 5 , 6 , 8 , 9 1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions once per day x 5 fractions ( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : <RT_DOSE-START> 70 Gy <RT_DOSE-END> ) , given <FractionFrequency-START> 5 days per week <FractionFrequency-END> 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) 2.0 Gy fractions x 15 fractions ( target dose of 30 Gy ) 1.8 Gy fractions x 28 fractions ,
None	1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions <FractionFrequency-START> once per day <FractionFrequency-END> x 5 fractions ( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given 5 days per week <RT_DOSE-START> 2.10 Gy <RT_DOSE-END> fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) 2.0 Gy fractions x 15 fractions ( target dose of 30 Gy ) 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy total of
None	1.8 Gy x 25 fractions , for an initial dose of 40.8 Gy 4 Gy fractions once per day x 5 fractions ( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given <FractionFrequency-START> 5 days per week <FractionFrequency-END> <RT_DOSE-START> 2.10 Gy <RT_DOSE-END> fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) 2.0 Gy fractions x 15 fractions ( target dose of 30 Gy ) 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy total of
None	day x 5 fractions ( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given <FractionFrequency-START> 5 days per week <FractionFrequency-END> 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : <RT_DOSE-START> 52.5 Gy <RT_DOSE-END> ) 2.0 Gy fractions x 15 fractions ( target dose of 30 Gy ) 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy total of 54 Gy given . Dose per fraction and total duration of treatment were not specified , but based on
None	( total dose : 20 Gy ) 2 Gy fractions x 35 fractions ( total dose : 70 Gy ) , given <FractionFrequency-START> 5 days per week <FractionFrequency-END> 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) <RT_DOSE-START> 2.0 Gy <RT_DOSE-END> fractions x 15 fractions ( target dose of 30 Gy ) 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy total of 54 Gy given . Dose per fraction and total duration of treatment were not specified , but based on other regimens , it
None	fractions x 35 fractions ( total dose : 70 Gy ) , given <FractionFrequency-START> 5 days per week <FractionFrequency-END> 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) 2.0 Gy fractions x 15 fractions ( target dose of <RT_DOSE-START> 30 Gy <RT_DOSE-END> ) 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy total of 54 Gy given . Dose per fraction and total duration of treatment were not specified , but based on other regimens , it is suspected to be either 1.8 Gy x 30 fractions
None	( total dose : 70 Gy ) , given <FractionFrequency-START> 5 days per week <FractionFrequency-END> 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) 2.0 Gy fractions x 15 fractions ( target dose of 30 Gy ) <RT_DOSE-START> 1.8 Gy <RT_DOSE-END> fractions x 28 fractions , for a total dose of 50.4 Gy total of 54 Gy given . Dose per fraction and total duration of treatment were not specified , but based on other regimens , it is suspected to be either 1.8 Gy x 30 fractions or 2 Gy x
None	week 2.10 Gy fractions x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) 2.0 Gy fractions x 15 fractions ( target dose of 30 Gy ) 1.8 Gy fractions x 28 fractions , for a total dose of <RT_DOSE-START> 50.4 Gy <RT_DOSE-END> total of 54 Gy given . Dose per fraction and total duration of treatment were not specified , but based on other regimens , it is suspected to be either 1.8 Gy x 30 fractions or 2 Gy x 27 fractions . 3 Gy fractions <FractionFrequency-START> twice per day , <FractionFrequency-END> with
None	x 25 fractions over 5 weeks , given during cycle 3 of chemotherapy ( total dose : 52.5 Gy ) 2.0 Gy fractions x 15 fractions ( target dose of 30 Gy ) 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy total of <RT_DOSE-START> 54 Gy <RT_DOSE-END> given . Dose per fraction and total duration of treatment were not specified , but based on other regimens , it is suspected to be either 1.8 Gy x 30 fractions or 2 Gy x 27 fractions . 3 Gy fractions <FractionFrequency-START> twice per day , <FractionFrequency-END> with the first fraction of each
None	dose of 30 Gy ) 1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy total of 54 Gy given . Dose per fraction and total duration of treatment were not specified , but based on other regimens , it is suspected to be either <RT_DOSE-START> 1.8 Gy <RT_DOSE-END> x 30 fractions or 2 Gy x 27 fractions . 3 Gy fractions <FractionFrequency-START> twice per day , <FractionFrequency-END> with the first fraction of each day given 1 to 2 hours after completion of chemotherapy and at least 4 hours between fractions , x 8 fractions , given on days 1 , 3 ,
None	1.8 Gy fractions x 28 fractions , for a total dose of 50.4 Gy total of 54 Gy given . Dose per fraction and total duration of treatment were not specified , but based on other regimens , it is suspected to be either 1.8 Gy x 30 fractions or <RT_DOSE-START> 2 Gy <RT_DOSE-END> x 27 fractions . 3 Gy fractions <FractionFrequency-START> twice per day , <FractionFrequency-END> with the first fraction of each day given 1 to 2 hours after completion of chemotherapy and at least 4 hours between fractions , x 8 fractions , given on days 1 , 3 , 15 , 17 ( total induction
